file_write_count,file_rename_count,entropy_before,entropy_after,entropy_change,process_execution_time,api_call_frequency,file_access_rate,extension_change_count,encryption_indicator,label
326.0026194108392,1158.0000440939655,4.041600978537299,7.105723101147705,2.7066819483860587,41.29493015575565,27138.003106654418,50.85071293819821,1264.9869426665712,0.9977677993091962,1
1312.010326622695,473.9848160142225,2.3746953651851657,7.9212616083895355,3.269232911210975,98.52269655198954,31524.988826366272,58.08639432303626,1357.9937870609233,0.7094029921693067,1
4551.992559737241,2994.9914212523786,3.866254432618233,7.880958834153351,4.925335856648597,0.783909759142092,34747.003775260724,14.552245698472275,1824.004266368999,0.8206959366562191,1
661.9971484448007,2253.995841822912,5.219289180099168,7.178136138587039,3.4423943864584157,107.47702010466391,7133.011665405176,45.542046270662524,296.99924332345745,0.8843593626664031,1
3127.0057018103034,778.0108128248642,3.0530910404568723,7.142777605331817,5.180361435927854,53.07230762141986,45942.99955998706,68.61129003462035,1472.996061727009,0.8487667851310088,1
4594.004934449434,836.0017862368928,4.174203243687973,7.186273166006583,4.802952303948487,101.67228628291369,16763.995068887547,86.75042089238539,920.9968207106757,0.9379886329931179,1
5.013875167176547,0.9975556994144487,2.9256022539470563,5.283693883879461,0.0,205.63455881891852,156.0065846846278,1.5019627356730072,0.01573928361655658,0.11338193689213778,0
1664.9909814523066,2877.001649840914,4.342565109980964,7.597201432160387,3.983778075376891,116.46447349909259,4699.998266326298,55.2038379199648,238.9882400137027,0.8310496062745056,1
8.993510622186077,0.01291269307967329,4.025491177533797,4.545596671341457,0.06804671525827388,33.72528957161193,460.0088836665157,1.354978157305896,0.0,0.001949007762692835,0
2.000988857736891,2.0150251959826204,4.1578934270972105,2.5225715075956234,0.19887173527308202,79.52366876211207,342.0024615203112,0.27583893814672994,0.004376488452281776,0.0560029344367596,0
1.0068448009658661,0.9995126497610858,3.480721626419904,4.905426511180462,0.0,299.1199376405905,46.989906698556496,0.5358386511014669,0.0,0.0,0
11.973892439856051,0.0,2.564998546199124,3.3357817328599233,0.10477917746081988,112.77893907109835,73.99986493732415,0.6613866197164284,0.00260381284235417,0.13131751325190236,0
4.0089215148348005,0.003712286842103174,3.9694285663184656,2.4349797269083595,0.1045695219737345,41.702298871194856,90.00951462425736,0.841844567907486,0.00649106418141849,0.10970177921508519,0
